ISBN,Year,Subjects,Publisher,Language
2070415732,1995,"['Mechanical Hound', 'girl next door']",Denoël,French
0345284267,1979,"['Pern (Imaginary place)', 'Science Fiction']",Ballantine Books,English
006440188X,1998,"['Fiction, general', 'Friendship, fiction']",HarperTrophy,English
0375414819,2001,"['literary fiction', 'historical fiction']",Alfred A. Knopf,English
190259357X,2002,"['Military-industrial complex', 'Military History']",AK Press,English
0385338252,2004,"['Romance', 'Immortalism in fiction']",Delacorte Press,English
0451457765,1999,"['Fiction', 'Literature']",Roc Trade,English
067187845X,1997,"['Fiction', 'Interplanetary voyages']",Baen,English
0618119809,2002,"['Animals', 'Effect of human beings on']",Houghton Mifflin,English
1878257145,1991,"['Science', 'Experiments']",Klutz Press,English
0375726012,2003,"['Fiction', 'Social life and customs']",Vintage,English
0670032565,2003,"['thrillers', 'supernatural']",Viking,English
0553573314,1996,"['Revolutions', 'Open Library Staff Picks']",Bantam Books,English
0553213156,1988,"[""Children's fiction"", 'Shirley, anne (fictitious character), fiction']",Bantam Books,English
0446310492,1982,"['fiction', 'fiction classics']",Warner Books,English
0091842050,2000,"['Miscellanea', 'Melancholy']",Random House Australia,English
3551551685,2001,"['series:Harry_Potter', 'Fantasy fiction']",Carlsen,German
0020532105,1940,"['Apartheid in literature', 'Race relations']",Collier Books,Spanish
0836211499,1983,"['American wit and humor, Pictorial', 'Pictorial American wit and humor']",Andrews McMeel Publishing,English
0843944463,1998,"['Romance fiction', 'Fiction, fantasy, epic']",Leisure Books,English
034541005X,1996,"['Fiction', 'World War, 1939-1945']",Ballantine Books,English
0152567089,2010,"['Fiction', ""Children's Books/Baby-Preschool""]",HMH,English
0345272587,1980,"['Elves', 'Dwarves']",Ballantine Books,English
0375705244,2000,"['Politics and government', 'Anecdotes']",Alfred A. Knopf,English
0060931388,2001,"['Childhood and youth', 'Political atrocities']",Harper Perennial,English
0385495315,1999,"['Cryptography', 'History']",Doubleday,English
0316779059,1993,"['Infants, care and hygiene', 'Toddlers']",1993.,English
0394700058,1956,"['American Manuscripts', 'Death']",Vintage Books,English
0821221817,1995,"['National parks and reserves, united states', 'Nature photography']","Little, Brown Book Group Limited",English
0878573410,1981,"['Square foot gardening', 'Vegetable gardening']",Rodale Books,English
0681403225,1994,"['comic science fiction', 'Vogons']",Longmeadow Press,English
0973047305,2002,,Hushion House Publishing,English
0345386574,1994,"['Religious life', 'Psychology']",Ballantine Books,English
0060278234,2001,"['Fiction', 'Juvenile Fiction']",Eos,English
0670032573,2003,"['crystal balls', 'parallel universes']",Plume Book,English
0765342294,2002,"['New York Times bestseller', 'nyt:mass_market_paperback=2011-07-30']",Starscape,English
038075911X,1980,"['collectionID:Mbodice_ripper', 'Fiction']",Avon,English
0140430180,1972,"['adventure and adventurers', 'Adventure stories']",Penguin Books,English
1591821533,2003,"['Mangas', 'Ouvrages pour la jeunesse']",Tokyopop,English
1568846444,1996,"['Gardening', 'Handbooks, manuals']",IDG Books,English
0451933028,1996,"['horror fiction', 'fiction']",Signet,English
1571312471,1999,"['Consumption (Economics)', 'Social aspects']",Milkweed Editions,English
0740728946,2002,"['Pet owners', 'Pets']",Andrews McMeel Pub.,English
157866005X,1997,"['Cats', 'Humor']",Galahad Books,English
1573220183,1995,"['Buddhism', 'Buddhist interpretations']",Riverhead Books,English
0140018603,1963,"['World War, 1914-1918', 'Fiction']",Penguin Books,English
0440414539,1999,"['World War, 1939-1945', 'Refugees']",Bantam Doubleday Dell Books for Young Readers,English
0805421351,2000,"['Contemporary Christian music', 'History and criticism']",Broadman & Holman Publishers,English
0679417397,1992,"['futurology', 'censorship']",Alfred A. Knopf,English
0312010583,1987,"['Conflict of generations', 'England']",St. Martin's Press,English
0886777739,1998,"['Fantasy', 'Fiction']",Daw Books,English
0894718207,1990,,Running Press Book Publishers,English
0671690094,1970,"['autobiographies', 'ethnic relations']",Pocket Books,English
0553110004,1977,,Bantam Doubleday Dell,English
0060572965,2004,"['Vampires', 'Fiction']",HarperTorch,English
0943233828,1994,"['Kindness', 'Quotations, maxims']",Conari Press,English
0874775132,1993,"['Technique', 'Drawing']",Jeremy P. Tarcher/Perigee,English
0399226907,2019,"[""Children's fiction"", 'Caterpillars, fiction']",World of Eric Carle,English
020530902X,2001,"['reference', 'Report writing']",Longman Publishers,English
0394800206,1961,"['Fiction', 'Ficción juvenil']","Beginner Books (Division of Random House, Inc.)",English
0064401871,1963,"[""Children's fiction"", 'Orphans, fiction']",Harper Collins,English
0515133620,2002,"['Man-woman relationships', 'Middle Ages']",Jove Books,English
0374373620,1978,"['Science fiction', 'Juvenile fiction']","Farrar, Straus and Giroux",English
1563891050,1993,"['Literature', 'Comics & graphic novels, general']",DC Comics,English
1572460733,1998,"['Administration of Justice', 'Justice, Administration of']",Foundation for Economic Education,English
1573225320,1996,"['Holiness', 'Pilgrims and pilgrimages']",Riverhead Trade,English
0312966555,1998,"['Open Library Staff Picks', 'Veterinarians']",St. Martin's Press,English
1581346085,2004,"['Passion', 'Jesus christ, passion']",Crossway Books,English
0374503486,1989,"['Love', 'Fiction']","Farrar, Straus & Giroux",Portuguese
0345296060,1984,"['Ents', 'Orcs']",Ballantine Books,English
0679748083,1993,"['Chinese fiction', 'Family']",Vintage,English
0785268839,2010,"['Christian men', 'Christianity']",T. Nelson,English
0679805273,1990,"['Stories in rhyme', 'Success']",Random House,English
0060925000,1994,"['Fiction', 'India in fiction']",HarperPerennial,English
0671244221,1984,"['Nazi concentration camps', 'psychotherapy']",Touchstone/Simon & Schuster,English
0805210601,1998,"['Concentration camps', 'Forgiveness']",Schocken Books,English
0520204956,1998,"['Geishas', ""Geisha's""]",University of California Press,English
0679879250,1997,"['Fantasy', 'Juvenile literature']",Knopf,English
0515117420,1995,"['Philadelphia (pa.), fiction', 'Pennsylvania, fiction']",Jove Books,English
0441011675,2004,"['Vampires', 'Telepathy']",Ace Books,English
0064401103,2000,"['Fiction', 'Juvenile fiction']",HarperTrophy,English
0451175123,1952,"['Fiction', 'Architects']",Signet,Dutch
1558532331,1993,,Rutledge Hill Press,English
0451158601,1983,"['Fiction', 'History']",New American Library,English
0451158237,1943,"['Fiction', 'Architects']",Signet/New American Library,English
0316578398,1991,"['Nonfiction', 'Pets']","Little, Brown, and Co.",English
0761129758,2003,['Dogs'],Workman Publishing Company,English
0440418321,2017,"['Political theology', 'Polar bears']",Yearling,English
0064405052,1994,"['Fantasy', 'Juvenile fiction']",HarperTrophy,English
0930289595,1995,"['Dreams', 'Fiction']",DC Comics,English
0140042393,2006,"['English War stories', 'Fiction']",penguin,und
014011369X,1988,"['AIDS (Disease)', 'History']",Penguin Books,English
1576737535,2001,"['Serial murders', 'Romantic suspense']",Multnomah Publishers,English
0449206440,1990,"['Fiction, historical, general', 'Fiction, fantasy, general']",Ballantine Books,English
1563891387,1991,"['Goth culture (Subculture)', 'Fiction']",DC Comics,English
1566400201,1992,,"Pomegranate Communications Inc,US",English
0064471195,1994,"['Fantasy fiction', 'Fiction']",HarperTrophy,English
0345431057,2001,"['Race relations', 'Slaveholders']",Ballantine Books,English
1567310079,1951,"['Alegorías', 'Buddha (The concept)']",MJF Books,English
0922066728,1989,"['african american girls', 'attorney and client']",Wynwood Press,English
0156013924,1971,"['adventure', 'fantasy']","Harcourt, Brace & Jovanovich",Spanish
1401301061,2003,['Conduct of life'],Hyperion,English
0836218787,1991,"['Comic books, strips', 'Fiction']",Andrews and McMeel,English
055321246X,1981,"['Homes and haunts', 'Social life and customs']",Bantam Books,English
0743216393,2001,"['Women detectives', 'Bounty hunters']",Scribner,English
1590521986,2003,"['Women travelers', 'Female friendship']",Multnomah Publishers,English
0345339711,2001,"['Ents', 'Orcs']",Ballantine Books,English
193156146X,2003,"['mutants', 'love']",MacAdam/Cage,English
0064404773,1993,"['robinmckinley', 'beauty']",HarperTrophy,English
0380679914,1984,"['Fiction', 'Juvenile fiction']",Avon Books (P),English
0451525884,1996,"['Fiction, Romance, Historical, Regency', 'British and Irish fiction (fictional works by one author)']",Signet Classic,English
0684847817,1998,['Fairies'],Simon & Schuster Editions,English
0380432811,1978,"['Amistad', ""Children's stories""]",Avon Camelot,English
1559360615,1993,"['LGBTQ HIV/AIDS', 'LGBTQ plays']",Theatre Communications Group,English
060961097X,2002,"['Neanderthals', 'shamanism']",Crown Publishers,English
1555611435,1997,"['Childbirth', 'Embryonic and Fetal Development']",Fisher Books,English
0684859300,1999,"['Conduct of life', 'Naps (Sleep)']",Fireside,English
0898159954,1998,"['Body image', 'Feminine beauty (Aesthetics)']",Ten Speed Press,English
1853260045,1992,"['Authors', 'Benefactors']",Wordsworth Classics,English
0060930934,1998,"['Biography', 'Patients']",HarperCollinsPublishers,English
0805063196,2002,"['Surgery', 'Surgeons, biography']",Metropolitan Books,English
0446533041,2004,"['Fiction', 'Grief']",Warner Books,English
0618002227,1994,"['Elves', 'Dwarves']",Houghton Mifflin Company,English
0385311400,1997,"['Scottish Americans', 'Family']",Delacorte Press,English
0895297272,1997,"['Nutrition', 'Diet therapy']",Avery Pub. Group,English
0312169787,1997,"['Bible', 'Fiction']",A Wyatt Book for St. Martin's Press,English
0316107417,1990,"['Comic books, strips', 'Humor, form, comic strips & cartoons']","Little, Brown",English
0394800168,1988,"['1960-1988', 'Dr. Seuss']","Beginner Books (Div. of Random House, Inc.) In Canada by Random House of Canada Limited",English
0394900014,1957,"['Nonsense verses', ""Children's stories""]",Random House,Hebrew
0553802526,2003,"['Government investigators in fiction', 'Women detectives']",Bantam Books,English
0671517643,1994,"['Romans', 'Jeunes filles']",Pocket,Korean
0394551907,1986,"['Humor', 'Aging']",Random House,English
0152050167,2003,"['Maori (New Zealand people)', 'Whales']","Harcourt, Inc.",English
0553205587,1982,"['Veterinarians', 'Biography']",Bantam Books,English
0439136369,1999,"['Fantasy fiction', 'orphans']",Arthur A. Levine Books,English
0140133488,1987,"['Open Library Staff Picks', 'Married people']",1987.,English
0141301066,1998,"['juvenile fiction', 'Schools']",Puffin,English
037542217X,2003,"['Detective and mystery stories', 'Women private investigators']",Pantheon Books,English
0064400557,1952,"['Pigs', 'Fiction']",harper and brothers,English
0440343194,1981,"['Adventure stories', 'Allegories']",Laurel,English
0399151060,2003,"['Contemporary Fiction', 'Women detectives']",G. P. Putnam's Sons,English
0618129030,2001,"['Elves', 'Dwarves']",Houghton Mifflin Company,English
0553256696,1974,"['World war, 1939-1945, personal narratives, dutch', 'Ravensbrück (Concentration camp)']",Bantam Books,English
0877017883,1991,"['Imaginary letters', 'Toy and movable books']",Chronicle Books,English
0375422307,2003,"['Comics & graphic novels, nonfiction, biography & memoir', 'Iran, biography']",Pantheon Books,English
0395177111,1973,"['Fantasy', 'Arkenstone']",Houghton Mifflin,cor
0517149257,1996,"['comic science fiction', 'Vogons']",Wings Books,English
0060256737,1981,"['Humorous poetry', 'Juvenile literature']",Harper & Row,English
0385729340,2003,"['Young adult fiction', 'Conduct of life']",Delacorte,English
0060935464,2016,"['fiction', 'fiction classics']",HarperPerennial ModernClassics,English
0439136350,1999,"['Fantasy fiction', 'orphans']",Scholastic Inc.,Bulgarian
043935806X,2003,"[""Children's Books/Ages 9-12 Fiction"", 'Witches and warlocks']",Arthur A. Levine Books,English
0385199570,1990,"['suspense & thriller', 'gothic & horror']",Doubleday,English
0380732289,1999,"['Mothers and daughters', 'Extrasensory perception']",HarperTeen,English
0380977311,2003,"['Detective and mystery stories', 'Fiction']",William Morrow,English
059042243X,1989,"['Fiction', 'Juvenile fiction']",Scholastic Inc.,English
1558748865,2000,"['Gardeners', 'Gardening']",Health Communications,English
0553212753,1983,"['Romans', 'Jeunes filles']",Bantam Classics,English
0446531421,2003,"['Fiction', 'Serial murders']",Warner Books,English
0451160959,1987,"['suspense & thriller', 'gothic & horror']",New American Library,English
0140440259,1970,"['History', 'Fiction']",Penguin Books,English
0451457994,2000,"['Human-computer interaction', 'Computers']",Roc,English
2070408507,1999,"['adventure', 'fantasy']",Gallimard,French
2070518426,2001,"['series:Harry_Potter', 'Ghosts']",Gallimard Jeunesse,French
2070513289,1997,"['adventure', 'fantasy']",Gallimard,French
0553282182,1990,"['Biography', 'Ethnic relations']",Bantam Books,English
0441813046,1987,"['Fiction, science fiction, general']",Ace,English
0425102432,1985,"['Fiction', 'Clubs']",Berkley,English
0425102378,1987,"['Television broadcasting of news', 'Journalists']",Berkley Books,English
2070419878,2002,"['Band musicians', 'Fiction']",Gallimard,French
0679416803,1992,"['Pictorial American wit and humor', 'New Yorker (New York, N.Y. : 1925)']",Knopf,English
0763616052,2001,"['Freundschaft', 'Hund']",Candlewick Press,English
8466304630,2001,"['Chronology', 'Social life and customs']",Suma de Letras,Spanish
0812534840,1995,"['Fiction', 'Xanth (Imaginary place)']",Tor,English
2253150908,1994,"['Translations into Indonesian', 'Voyages and travels']",Anne Carrière,French
0312316690,2003,"['Ballerinas', 'Intelligence officers']",St. Martin's Press,English
0385312113,1994,"['Constitution', 'Higgs bosons']",Dell Pub.,English
0060175869,2000,"['Europe, intellectual life', 'Europe, civilization']",HarperCollins,English
2264016124,1991,,Editions 10/18,French
0345348672,1978,"['Thomas Covenant (Fictitious character)', 'Fiction']",Ballantine Books,English
0140366849,1994,"['Horses', 'Juvenile fiction']",Puffin,English
0890090572,1976,"['catalepsy', 'amyl nitrate']",Castle Books,English
0505525836,2004,"['Fiction', 'Paranormal Romance']",Love Spell,English
078686298X,1997,"['Fiction', 'Photographers']",Hyperion,English
0060558121,2009,"['science fiction', 'fantasy fiction']",HarperPerennial,English
0553288105,1990,"['Fiction in English', 'Hugo Award Winner']",Spectra/Bantam Books,English
076360013X,1996,"['Fiction', 'Juvenile fiction']",Candlewick Press,English
0451150325,1986,"['Fiction', 'horror fiction']",New American Library,English
0385302320,1994,"['Man-woman relationships', 'Claire Randall (Fictitious character)']",Delacorte Press,English
0061091502,1993,"['Success', 'Achievement']",HarperPaperbacks,English
1853260681,1993,"['Fiction', 'People with disabilities']",Wordsworth Editions,English
0590254766,1995,"['the Blitz', 'fauns']",Scholastic,English
0060520612,2004,"['Husbands', 'Maridos']",HarperCollins,English
0385121679,1977,"['Fiction', 'horror fiction']",Doubleday,English
