ISBN,Title,Author,Year,Publisher,TotalRating,Subjects,Language
2290318329,L'Homme aux cercles bleus,Fred Vargas,2002,J'ai lu,7,"['Roman policier', 'French Detective and mystery stories']",French
0553278118,Doctors,Erich Segal,1989,Bantam Books,13,"['Physicians', 'Medical students']",English
0590477412,"Deep Trouble (Goosebumps, No 19)",R. L. Stine,1996,Scholastic,6,"['Horror', 'Fiction']",English
0671868314,The Betrayal (The Fear Street Saga 1),R.L. Stine,1993,Simon Pulse,2,"['Horror tales', 'Horror stories']",English
0425170349,Rainbow Six,Tom Clancy,1998,Berkley Publishing Group,45,"['Terrorists', 'Open Library Staff Picks']",English
0425068064,Three Blind Mice and Other Stories,Agatha Christie,1997,Berkley Publishing Group,5,"['English Detective and mystery stories', 'Large type books']",English
0312975120,The Unexpected Guest: A Mystery,Agatha Christie,2000,St. Martin's Press,4,"['Murder', 'Open Library Staff Picks']",English
0590433865,"Good-Bye Stacey, Good-Bye (Baby-Sitters Club (Paperback))",Ann M. Martin,1993,Scholastic Paperbacks,4,"['Babysitters', 'Fiction']",English
0486270556,Six Great Sherlock Holmes Stories (Dover Thrift Editions),"Arthur Conan, Sir Doyle",1992,Dover Publications,8,"['prima donnas', 'cabinet cards']",English
0590433857,"Hello, Mallory",Ann M. Martin,1988,Scholastic Paperbacks,3,"['Juvenile fiction', 'Babysitters']",English
0380709538,Runaway Ralph (Cleary Reissue),Beverly Cleary,1991,HarperTrophy,14,"['watchdogs', 'motorcycling']",Spanish
0743400526,She Said Yes : The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,2000,Pocket,11,"['Students', 'Case studies']",English
0451188497,Flawless,Adam Barrow,1996,Signet Book,4,"['Fiction', 'Murderers']",English
0671656589,HEAVEN,V. C. Andrews,1987,Pocket,3,"['Fiction', 'Juvenile audience']",English
0671695169,Midnight Whispers (Cutler),V.C. Andrews,1992,Pocket,23,"['tetanus', 'Bildungsromans']",English
0671695142,Twilight's Child (Cutler),V.C. Andrews,1992,Pocket,19,"['fiction', 'Families']",English
0671729462,My Sweet Audrina,V.C. Andrews,1990,Pocket,20,"['Fiction', 'Mental disorders']",English
0446608955,A Walk to Remember,Nicholas Sparks,2000,Warner Books,124,"['Teenagers', 'Fiction']",English
0312287860,Madonna,Andrew Morton,2001,St. Martin's Press,2,"['Motion picture actors and actresses', 'Singers']",English
0679417397,1984 (Everyman's Library),GEORGE ORWELL,1992,Everyman's Library,6,"['futurology', 'censorship']",English
0679779159,How Proust Can Change Your Life: Not a Novel,Alain De Botton,1998,Vintage Books USA,4,"['Humor', 'Lebenshilfe']",English
1550546007,Why I Hate Canadians,Will Ferguson,1999,Harpercollins Canada,5,"['Humor', 'Canadian wit and humor']",English
0440204194,Firefly Summer,Maeve Binchy,1989,Dell,29,"['Fiction', 'Hotelkeepers']",English
0451408721,Deadly Exposure,Leonard Goldberg,2000,Signet Book,6,"['Women detectives', 'Fiction']",English
0064472574,Breathing Underwater,Alex Flinn,2002,HarperTempest,2,"['Child abuse', 'Diaries']",English
0884042693,Dianetics: The Modern Science of Mental Health: A Handbook of Dianetics Procedure,L. Ron Hubbard,1986,Bridge Publications,5,"['Dianetics', 'Psychotherapy']",English
8804375914,Il sentiero dei nidi di ragno (Oscar Mondadori),Italo Calvino,1995,A. Mondadori,7,"['World War, 1939-1945', 'Fiction']",Italian
0586087060,Danziger's Travels: Beyond Forbidden Frontiers,Nick Danziger,1993,Flamingo,4,"['Description and travel', 'Travel']",English
0449221032,Elephant Song,WILBUR SMITH,1995,Fawcett,5,"['British in Africa', 'Fiction']",English
0449218473,Journey,James A. Michener,1994,Fawcett Books,10,"['Fiction', 'Gold mines and mining']",English
0060926015,Mary Kay : The Story of America's Most Dynamic Businesswoman,Mary Kay Ash,1994,Perennial Currents,6,"['Mary Kay Cosmetics', 'Cosmetics industry']",English
8433920863,Relatos de Los Inesperado,Roald Dahl,1995,Anagrama,4,"['cancer', 'brain']",Spanish
8807813483,In alto a sinistra (Universale economica Feltrinelli),Erri De Luca,1995,Feltrinelli,3,,Italian
8806161741,Opera Sull'acqua E Altre Poesie,Erri de Luca,2002,Einaudi,3,,Italian
8807816814,Tre Cavalli,Erri De Luca,2002,Distribooks Inc,5,"['Politics and government', 'Fiction']",Italian
3404149114,Das Zweite Gedächtnis.,Ken Follett,2003,Lübbe,10,"['Open Library Staff Picks', 'Fiction']",German
9504001068,Alicia a Traves del Espejo,Lewis Carroll,1993,Alianza,2,"['Fantasy', 'Fiction']",Spanish
0864426224,"Lonely Planet Paris (Paris, 2nd Ed)",Daniel Robinson,1998,Lonely Planet,3,"['guidebook', 'Travel']",English
2277229938,Les Nuits Fauves/Savage Nights,Collard,1994,Distribooks Inc,6,"['Fiction', 'AIDS (Disease) -- Patients']",French
2253150908,L'Alchimiste,Paulo Coelho,2002,LGF,6,"['Translations into Indonesian', 'Voyages and travels']",French
2253048852,"Les Dames du lac, tome 2 : Les brumes d'Avalon",Marion Zimmer Bradley,1989,LGF,2,"['England, fiction', 'Fiction, fantasy, historical']",French
2253044911,"Les Dames du lac, tome 1",Marion Zimmer Bradley,1988,LGF,6,"['England, fiction', 'Fiction, fantasy, historical']",French
2266067249,L'Homme qui murmurait à l'oreille des chevaux,Nicholas Evans,1997,Pocket,3,"['Caballos', 'Curadores']",French
2253033138,Le Nom de la rose,Umberto Eco,2002,LGF,7,"['Novela de misterio', 'History']",French
2070380742,Les Courriers De La Mort,Magnan,1988,Editions Flammarion,3,['French Detective and mystery stories'],French
067972883X,The Optimist's Daughter,Eudora Welty,1990,Vintage Books USA,7,"['Fiction', 'Mississippi in fiction']",English
0440414806,Holes (Yearling Newbery),LOUIS SACHAR,2000,Yearling,76,"['Newbery Medal', 'Fluch']",English
0689825587,SILVERWING,Kenneth Oppel,1999,Aladdin,5,"['Bats', 'Fiction']",French
1586480499,War Is a Force That Gives Us Meaning,Chris Hedges,2002,PublicAffairs,4,"['War (Philosophy)', 'Modern Military history']",English
0380821214,Eric (Discworld Novels (Paperback)),Terry Pratchett,2002,HarperTorch,5,"['Fiction, fantasy, general', 'Rincewind the wizard (fictitious character), fiction']",English
014038572X,The Outsiders (Now in Speak!),S. E. Hinton,1997,Puffin Books,49,"['juvenile works', 'violence']",English
846630679X,La caverna = A caverna,Jose Saramago,2002,Punto de Lectura,13,,Spanish
0140621334,"Three Men in a Boat, to Say Nothing of the Dog! (Penguin Popular Classics)",Jerome K. Jerome,1994,Penguin Books Ltd,6,"['Humorous stories', 'Male friendship']",Finnish
8408048082,A Orillas Del Rio Piedra Me Sente Y Llore,Paulo Coelho,2003,Planeta Pub Corp,2,"['General', 'Cuentos de amor']",Spanish
0440241073,The Summons,John Grisham,2002,Dell Publishing Company,200,"['Mississippi in fiction', 'Mystery']",English
0553277243,Time Flies,BILL COSBY,1988,Bantam,20,"['Aging', 'Humor']",English
0553287303,Second Child,John Saul,1997,Bantam Books,12,"['Cities and towns', 'Fiction']",English
0451190521,The Green Mile: The Mouse on the Mile (Green Mile Series),Stephen King,1996,Signet Book,33,"['American Horror tales', 'mice']",English
0451190491,The Two Dead Girls (Green Mile Series),Stephen King,1996,Signet Book,38,"['horror fiction', 'fiction']",English
0679404856,Dave Barry Does Japan,Dave Barry,1992,Random House Inc,3,"['Humor', 'American wit and humor']",English
067187294X,The STALLION,Harold Robbins,1996,Pocket,2,"['Automobile industry and trade', 'Fiction']",English
0440204429,Perfect Victim,Christine McGuire,1989,Dell Publishing Company,11,"['Hooker, Cameron', 'Hooker, Cameron']",English
0553259253,The Scarlet Mansion,Allan W. Eckert,1986,Bantam Books,2,,English
2266102621,Les Heures / The Hours,Michael Cunningham,2001,Pocket (FR),7,"['Fiction', 'Man-woman relationships']",French
2253140589,Amerigo : Récit d'une erreur historique,Stéfan Zweig,1997,LGF,2,,French
202025462X,Hygiene De Lassassin,Amelie Nothomb,2002,European Book Co,11,"['Women journalists', 'Novelists']",French
2253044903,Le Parfum : Histoire d'un meurtrier,Patrick Süskind,1988,LGF,20,"['Historical fiction', 'psychological thriller']",French
2253152846,Metaphysique Des Tubes,Amelie Nothomb,2002,Distribooks Inc,14,"['Social life and customs', 'Children']",French
2290312959,Des fleurs pour algernon,Daniel Keyes,2001,J'ai lu,4,"['institutionalization', 'dementia']",French
2266104853,C'est comment l'Amérique,Frank Mccourt,2002,Pocket,2,,French
0345350804,The Best of H. P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,H.P. Lovecraft,1987,Del Rey,9,"['American Horror tales', 'Paranormal fiction']",English
0743203178,Nothing Like It In the World : The Men Who Built the Transcontinental Railroad 1863-1869,Stephen E. Ambrose,2001,Simon &amp; Schuster,9,"['New York Times reviewed', 'Union Pacific Railroad Company']",English
0312906765,Dagon,Fred Chappell,1987,St Martins Pr (Mm),2,"['Cults', 'Clergy']",English
0312274785,The Year's Best Science Fiction: Eighteenth Annual Collection,Gardner Dozois,2001,St. Martin's Griffin,2,"['American Short stories', 'American Science fiction']",English
0884042871,"Death Quest (Mission Earth Series, Vol 6)",L. Ron Hubbard,1987,Bridge Publications,3,"['Extraterrestrial beings', 'Fiction']",English
0884042847,"The Enemy Within (Mission Earth, Vol 3)",L. Ron Hubbard,1988,Bridge Publications,4,"['American Science fiction', 'Fiction, science fiction, general']",English
0380003821,Dispossessed,Ursula K. Le Guin,1985,Avon Books,8,"['Anarchism', 'Anarquismo']",English
0553241575,Matarese Circle,Robert Ludlum,1981,Bantam Doubleday Dell,2,"['Fiction', 'Secret service']",English
0553205315,Road to Gandolfo,Robert Ludlum,1992,Bantam Doubleday Dell,6,"['Fiction in English', 'Popes']",und
0828103054,The Civil War (American Heritage Library),Bruce Catton,1985,Mariner Books,3,"['History', 'United States Civil War, 1861-1865']",English
0812561589,Spotlight,Carole Bellacera,2001,Forge Books,3,"['Fiction', 'Rock musicians']",English
0670884839,My Little Blue Dress,Bruno Maddox,2001,Viking Books,3,"['Authors', 'Fiction']",English
8472234320,Malena Es UN Nombre De Tango (Andanzas),Almudena Grandes,2002,Tusquets,4,"['Novela española', 'Fiction, general']",Spanish
0449227421,The Third Twin,Ken Follett,1997,Fawcett Books,29,"['Conspiracies', 'Fiction']",English
3442430879,Schau Dich nicht um.,Joy Fielding,1995,Goldmann,6,,German
3426600218,Dinopark/Jurassic Park,Michael Crichton,1994,Distribooks Inc,15,"['dichogamy', 'corporate espionage']",German
3442723833,Das Blütenstaubzimmer.,Zoe Jenny,1999,btb,5,,German
0525244581,The Tao of Pooh,Benjamin Hoff,1982,Dutton Books,12,"['criticism', 'interpretation']",English
0440414121,The Watsons Go to Birmingham - 1963 (Yearling Newbery),CHRISTOPHER PAUL CURTIS,1997,Yearling,9,"['Brothers and sisters', 'Family']",English
3442441080,Im Angesicht des Feindes.,Elizabeth George,1998,Goldmann,6,,German
0805010858,I Is for Innocent (A Kinsey Millhone Mystery),Sue Grafton,1992,Henry Holt &amp; Company,17,"['Fiction', 'Kinsey Millhone (Fictitious character)']",English
0963622927,Sign With Your Baby : How to Communicate With Infants Before They Can Speak (book only),Burton White,1999,Northlight Communications,5,"['Sign language', 'Language acquisition']",English
1558506462,Small Miracles: Extraordinary Coincidences from Everyday Life,Yitta Halberstam,1997,Adams Media Corporation,20,"['Psychic aspects of Coincidence', 'Psychic aspects']",English
0140245480,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,1995,Penguin (Non-Classics),9,"['Human evolution', 'Social evolution']",English
0451167716,The Godfather,Mario Puzo,1983,Signet Book,34,"['Detective and mystery stories', 'Organized crime']",English
069811695X,This Place Has No Atmosphere,Paula Danziger,1999,PaperStar Book,2,"['Children: Grades 3-4', 'Science fiction']",English
0310329914,Be Still and Know,Millie Stamm,1981,Zondervan Publishing Company,2,"['Devotional calendars', 'Meditation']",English
0440203430,Crimson Joy,Robert B. Parker,1997,Dell Publishing Company,6,"['Fiction, mystery & detective, hard-boiled', 'Spenser (fictitious character), fiction']",English
0446606324,The Winner,David Baldacci,1998,Warner Vision,55,"['Lottery winners', 'Open Library Staff Picks']",English
0553211234,The Pickwick Papers,Charles Dickens,1983,Bantam Books,3,"['Fiction', 'Men']",English
1593080077,Jane Eyre (Barnes &amp; Noble Classics),Charlotte Bronte,2003,Barnes &amp; Noble Books-Imports,5,"['Fiction', 'Romance']",English
0446604089,The Best Laid Plans,Sidney Sheldon,1998,Warner Books,23,"['Fiction', 'Power (Social sciences)']",English
0446603287,A Wild and Lonely Place (Sharon McCone Mysteries (Paperback)),Marcia Muller,1996,Warner Books,5,"['Fiction, mystery & detective, hard-boiled', 'Mccone, sharon (fictitious character), fiction']",English
0451202473,Bones,Jan Burke,2001,Signet Book,16,"['California', 'Fiction']",English
0060548827,Chinese Takeout : A Novel,Arthur Nersesian,2003,Perennial,2,"['Fiction', 'Artists']",English
0804119937,The Trials of Angela,MILLIE CRISWELL,2002,Ivy Books,4,"['Fiction', 'Italian American women']",English
1558746986,Chicken Soup for the Unsinkable Soul - Stories of Triumphing Over Life's Obstacles,Jack Canfield,1999,Health Communications,11,"['Anecdotes', 'Civilization']",English
0515132187,The Villa,Nora Roberts,2002,Jove Books,60,"['Love stories, American', 'Open Library Staff Picks']",English
0704349469,A Different Life,Lois Keith,1998,Trafalgar Square Publishing,2,"['Children with disabilities', 'Fiction']",English
0394758439,Cultural Literacy: What Every American Needs to Know,E.D. Hirsch Jr.,1988,Vintage Books USA,5,"['Culture', 'Educational anthropology']",English
0449213447,The Chosen,Chaim Potok,1995,Fawcett Books,26,"['Jewish families', 'Fiction']",English
0446670251,The Virgin Suicides,Jeffrey Eugenides,1994,Warner Books,90,"['Fiction, psychological', 'Young women, fiction']",English
8817660590,Seta (La scala),Alessandro Baricco,1996,Rizzoli,4,"['Novela italiana', 'Fiction']",Italian
8845224279,La Bruttina Stagionata,Carmen Covitio,1994,Fabbri - RCS Libri,2,,Italian
8885989403,Va' dove ti porta il cuore (Romanzi e racconti),Susanna Tamaro,1994,Baldini &amp; Castoldi,7,"['Fiction', 'Reminiscing in old age']",Italian
8807809907,Terra!,Benni,1992,Feltrinelli,6,"['Italian Science fiction', 'Fiction, general']",Italian
0061098736,Murder in Spokane,Mark Fuhrman,2002,Avon Books,4,"['Death', 'Serial murders']",English
0671015842,Mr. Macgregor,Alan Titchmarsh,1999,Simon &amp; Schuster (Trade Division),5,"['Television personalities', 'Fiction']",English
0563534753,The Life Laundry: How to De-Junk Your Life,Dawn Walter,2003,BBC,2,"['Space (Architecture)', 'Orderliness']",English
0140622144,To the Lighthouse (Penguin Popular Classics),Virginia Woolf,1996,Penguin Books Ltd,7,"['Fiction', 'Married people']",English
034066049X,Well Groomed,Fiona Walker,1997,Coronet Books,3,"['Fiction', 'Weddings']",English
0425154092,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group,98,"['Fiction', 'Forensic pathologists']",English
0425179613,It's Not About the Bike: My Journey Back to Life,Lance Armstrong,2001,Berkley Publishing Group,40,"['Cancer', 'Cyclists']",English
0375724370,Anil's Ghost (Vintage International),Michael Ondaatje,2001,Vintage Books USA,26,"['Literature', 'Women forensic anthopologists']",Italian
0446677671,Sidetracked Home Executives(TM) : From Pigpen to Paradise,Pam Young,2001,Warner Books,4,"['Home economics', 'Housewives']",English
0060969911,"Get Your Act Together!: A 7-Day Get-Organized Program for the Overworked, Overbooked, and Overwhelmed",Pam Young,1993,Perennial,4,"['Home economics', 'Housewives']",English
342310516X,Wenn ein Reisender in einer Winternacht.,Italo Calvino,1999,Dtv,3,"['History and criticism', 'Spanish American drama']",German
3453127013,Der Regenmacher.,John Grisham,1997,Heyne,11,"['Fiction', 'Insurance crimes']",German
0330262726,Smiley's People,John le Carre,1980,Pan Macmillan,3,"['John le Carré', ""America's #1 Bestseller""]",English
0330253565,Honourable Schoolboy,John Le Carre,1978,Pan Books Ltd,3,"['Intelligence service in fiction', 'Fiction in English']",English
0671014196,The Summerhouse,Jude Deveraux,2002,Pocket,65,"['Fiction', 'Contemporary Romance']",English
0688171877,"Ahab's Wife: Or, The Star-Gazer: A Novel",Sena Jeter Naslund,1999,William Morrow,17,"['Fiction', 'Captain Ahab (Fictitious character)']",English
0871136791,Cold Mountain,Charles Frazier,1997,Atlantic Monthly Press,78,"['Fiction', 'Love stories']",English
0684814773,The Quit,Evan Harris,1996,Simon &amp; Schuster,4,"['Adjustment (Psychology)', 'Change (Psychology)']",English
0517881004,The Vampire Encyclopedia,Matthew Bunson,1993,Crown Publishing Group (NY),3,"['Vampires', 'Encyclopedias']",English
055321277X,Dr. Jekyll and Mr. Hyde (Bantam Classics),ROBERT LOUIS STEVENSON,1982,Bantam,10,"['Fiction', 'Physicians']",English
006039241X,Zone Perfect Meals in Minutes: 150 Fast and Simple Healthy Recipes from the Bestselling Authorof the Zone and Mastering the Zone,Barry Sears,1997,ReganBooks,2,"['Reducing diets', 'Recipes']",English
0553380095,The Heart of a Woman,Maya Angelou,1997,Bantam,37,"['Biography', 'American Authors']",English
0060391502,The Zone: A Dietary Road Map to Lose Weight Permanently : Reset Your Generic Code : Prevent Disease : Achieve Maximum Physical Performance,Barry Sears,1995,ReganBooks,12,"['Nutrition', 'Weight loss']",English
